Seção;Denominação_sessao;Divisão;Denominação_divisao;Grupo;Denominação_grupo;Classe;Denominação_classe;Subclasse;Denominação_subclasse;Grande_Grupamento;Grupamentos_de_Atividades;Subgrupamentos_de_Atividades
B;Indústrias extrativas;6.0;Extração de petróleo e gás natural;6.0;Extração de petróleo e gás natural;06.00-0;Extração de petróleo e gás natural;0600001;Extração de petróleo e gás natural;Indústria;Indústria geral;
B;Indústrias extrativas;6.0;Extração de petróleo e gás natural;6.0;Extração de petróleo e gás natural;06.00-0;Extração de petróleo e gás natural;0600002;Extração e beneficiamento de xisto;Indústria;Indústria geral;
B;Indústrias extrativas;6.0;Extração de petróleo e gás natural;6.0;Extração de petróleo e gás natural;06.00-0;Extração de petróleo e gás natural;0600003;Extração e beneficiamento de areias betuminosas;Indústria;Indústria geral;
B;Indústrias extrativas;7.0;Extração de minerais metálicos;7.1;Extração de minério de ferro;07.10-3;Extração de minério de ferro;0710301;Extração de minério de ferro;Indústria;Indústria geral;
B;Indústrias extrativas;7.0;Extração de minerais metálicos;7.1;Extração de minério de ferro;07.10-3;Extração de minério de ferro;0710302;Pelotização, sinterização e outros beneficiamentos de minério de ferro;Indústria;Indústria geral;
B;Indústrias extrativas;7.0;Extração de minerais metálicos;7.2;Extração de minerais metálicos não ferrosos;07.21-9;Extração de minério de alumínio;0721901;Extração de minério de alumínio;Indústria;Indústria geral;
B;Indústrias extrativas;7.0;Extração de minerais metálicos;7.2;Extração de minerais metálicos não ferrosos;07.21-9;Extração de minério de alumínio;0721902;Beneficiamento de minério de alumínio;Indústria;Indústria geral;
B;Indústrias extrativas;7.0;Extração de minerais metálicos;7.2;Extração de minerais metálicos não ferrosos;07.22-7;Extração de minério de estanho;0722701;Extração de minério de estanho;Indústria;Indústria geral;
B;Indústrias extrativas;7.0;Extração de minerais metálicos;7.2;Extração de minerais metálicos não ferrosos;07.22-7;Extração de minério de estanho;0722702;Beneficiamento de minério de estanho;Indústria;Indústria geral;
B;Indústrias extrativas;7.0;Extração de minerais metálicos;7.2;Extração de minerais metálicos não ferrosos;07.23-5;Extração de minério de manganês;0723501;Extração de minério de manganês;Indústria;Indústria geral;
B;Indústrias extrativas;7.0;Extração de minerais metálicos;7.2;Extração de minerais metálicos não ferrosos;07.23-5;Extração de minério de manganês;0723502;Beneficiamento de minério de manganês;Indústria;Indústria geral;
B;Indústrias extrativas;7.0;Extração de minerais metálicos;7.2;Extração de minerais metálicos não ferrosos;07.24-3;Extração de minério de metais preciosos;0724301;Extração de minério de metais preciosos;Indústria;Indústria geral;
B;Indústrias extrativas;7.0;Extração de minerais metálicos;7.2;Extração de minerais metálicos não ferrosos;07.24-3;Extração de minério de metais preciosos;0724302;Beneficiamento de minério de metais preciosos;Indústria;Indústria geral;
B;Indústrias extrativas;7.0;Extração de minerais metálicos;7.2;Extração de minerais metálicos não ferrosos;07.25-1;Extração de minerais radioativos;0725100;Extração de minerais radioativos;Indústria;Indústria geral;
B;Indústrias extrativas;7.0;Extração de minerais metálicos;7.2;Extração de minerais metálicos não ferrosos;07.29-4;Extração de minerais metálicos não ferrosos não especificados anteriormente;0729401;Extração de minérios de nióbio e titânio;Indústria;Indústria geral;
B;Indústrias extrativas;7.0;Extração de minerais metálicos;7.2;Extração de minerais metálicos não ferrosos;07.29-4;Extração de minerais metálicos não ferrosos não especificados anteriormente;0729402;Extração de minério de tungstênio;Indústria;Indústria geral;
B;Indústrias extrativas;7.0;Extração de minerais metálicos;7.2;Extração de minerais metálicos não ferrosos;07.29-4;Extração de minerais metálicos não ferrosos não especificados anteriormente;0729403;Extração de minério de níquel;Indústria;Indústria geral;
B;Indústrias extrativas;7.0;Extração de minerais metálicos;7.2;Extração de minerais metálicos não ferrosos;07.29-4;Extração de minerais metálicos não ferrosos não especificados anteriormente;0729404;Extração de minérios de cobre, chumbo, zinco e outros minerais metálicos não ferrosos não especificados anteriormente;Indústria;Indústria geral;
B;Indústrias extrativas;7.0;Extração de minerais metálicos;7.2;Extração de minerais metálicos não ferrosos;07.29-4;Extração de minerais metálicos não ferrosos não especificados anteriormente;0729405;Beneficiamento de minérios de cobre, chumbo, zinco e outros minerais metálicos não ferrosos não especificados anteriormente;Indústria;Indústria geral;
